,Rechnung,Wellenhöhe_Modell
0,0.2379423157754005,0.32857723670051997
1,0.2213536246432281,0.3097676008219006
2,0.2258785892607029,0.314913041629325
3,0.2379423157754005,0.32856468280237267
4,0.2530103963115172,0.3454627755292109
5,0.2258785892607029,0.3149130682519826
6,0.2047626962397953,0.29078513295275177
7,0.18366612111650574,0.2664379216622169
8,0.18366612111650574,0.26643745655591344
9,0.1611220135618703,0.24026069231025848
10,0.1611220135618703,0.2402548688465019
11,0.1075762498895408,0.1790947092968049
12,0.08133459274635539,0.1526766727013508
13,0.09148141108136168,0.16223100564429702
14,0.09148141108136168,0.16222965244948923
15,0.08712275451824618,0.1580809788386915
16,0.07127652023249682,0.14473845765913004
17,0.07701232114649488,0.14923006478335535
18,0.09148141108136168,0.16253598030854916
19,0.12975627953051996,0.20417420773563366
20,0.318425830339164,0.41595478362178046
21,0.3917966201895848,0.4914232075181129
22,0.41031378264700696,0.5093582054161608
23,0.35088803456167444,0.4504651055532697
24,0.2705687785362791,0.36502579973563276
25,0.2705687785362791,0.36502663120386347
26,0.3172939777515709,0.4147678390808698
27,0.29673605273118697,0.3935512656193781
28,0.2761748003358964,0.3711919740493658
29,0.2500279031616481,0.34222433505891997
30,0.2369748244653046,0.3275475494915016
31,0.2761748003358964,0.3711938436131198
32,0.22952488290384845,0.3188848050828547
33,0.19056940176569956,0.27440561796636453
34,0.19056940176569956,0.27440385217792373
35,0.1374883305148926,0.21305250006499998
36,0.1703120202422548,0.2509757795158625
37,0.18318873141707293,0.26588549439278597
38,0.2035196855674936,0.28930421899793296
39,0.20908158367540336,0.2956828854674511
40,0.2425667866846894,0.3335755722525752
41,0.2425667866846894,0.333574220293117
42,0.22394252924461705,0.312578965599372
43,0.2035196855674936,0.2892958994857742
44,0.2425667866846894,0.33357450679291634
45,0.29112809260234684,0.387051193007427
46,0.30981974350239594,0.40701206523963507
47,0.28365098070918066,0.37898654506326457
48,0.2761748003358964,0.3708681072231086
49,0.21650710491965308,0.3041011292120527
50,0.3973575477557005,0.4969186265188146
51,0.4581650317933344,0.5539863182718108
52,0.3769452654724814,0.4768266180753898
53,0.3769452654724814,0.4768256180286621
54,0.3973575477557005,0.49691025205890393
55,0.3434300488900203,0.4428341255434318
56,0.3973575477557005,0.49688698790764235
57,0.4964458863497358,0.5876785420029174
58,0.6000552329332983,0.670374335433723
59,0.580669483986846,0.6558517723632269
60,0.5558102605279683,0.6365960827461677
61,0.5235572649165695,0.6105432950561207
62,0.4964458863497358,0.5876916953086566
63,0.5163476313762976,0.6045582045616695
64,0.4581650317933344,0.5539601504370272
65,0.4581650317933344,0.553960050857279
66,0.4434911562060435,0.5405844012228411
67,0.4764388438010084,0.5702838986431767
68,0.4964458863497358,0.587704626703208
69,0.4837258925412963,0.5766898968244312
70,0.4636553917995123,0.5589127328186554
71,0.41031378264700696,0.5094162083886229
72,0.35834069100323673,0.4581043094265191
73,0.3434300488900203,0.44284020881092157
74,0.37136828617080336,0.4712460152483551
